Y,Yhat,confidence
3,149,0.39537373
3,3,0.99285156
3,3,0.89518684
3,3,0.99572384
3,394,0.75095546
3,3,0.9924044
3,3,0.6685779
3,3,0.9979931
3,3,0.9916147
3,3,0.49436098
3,3,0.99044037
3,3,0.6930141
3,4,0.9295174
3,3,0.7540277
3,3,0.784505
3,3,0.95745564
3,3,0.77649164
3,3,0.9823842
3,3,0.98679
3,3,0.9798554
3,394,0.45347425
3,3,0.43981075
3,149,0.59115154
3,3,0.99528474
3,2,0.81666565
4,4,0.7583363
4,4,0.9564175
4,4,0.9948013
4,983,0.4414214
4,4,0.9722001
4,4,0.8710514
4,3,0.50181913
4,4,0.96647424
4,391,0.42553607
4,4,0.96695143
4,4,0.86503524
4,4,0.9461267
4,4,0.97216505
4,4,0.9981078
4,4,0.7780602
4,4,0.99396896
4,4,0.9674686
4,395,0.24649727
4,4,0.72158706
4,4,0.71307296
4,394,0.4391452
4,2,0.8342739
4,4,0.8523961
4,4,0.69425064
4,4,0.8731191
4,4,0.81219584
4,4,0.87608075
4,4,0.9514383
4,4,0.9484969
4,4,0.94962096
4,4,0.88656574
4,4,0.9630871
4,4,0.7701571
4,4,0.9933907
4,149,0.39997554
4,913,0.60429776
4,4,0.7949751
4,4,0.93203473
4,4,0.9509668
4,4,0.64038223
4,4,0.3595264
4,4,0.9270432
4,4,0.92405844
4,4,0.94326717
4,4,0.95440173
4,4,0.711428
4,4,0.8834183
4,4,0.69780236
4,4,0.9380687
4,4,0.9383204
5,5,0.3395265
5,5,0.7724813
5,5,0.48169747
5,5,0.9189063
5,5,0.8766286
5,5,0.9876676
5,5,0.7118381
5,5,0.9997508
5,5,0.9970763
5,5,0.99754673
5,6,0.6079089
5,5,0.9147086
5,728,0.36379948
5,6,0.33529952
5,33,0.419233
5,5,0.99892265
5,115,0.43395647
5,5,0.8315174
5,6,0.90977335
5,5,0.91677994
5,5,0.9746976
5,5,0.6698431
5,5,0.99928445
5,3,0.88394946
5,5,0.7103904
5,5,0.62274414
5,5,0.6633618
5,5,0.99969053
5,3,0.36759683
5,5,0.86964935
5,5,0.9972561
5,5,0.9959351
5,5,0.88240373
5,5,0.7536194
5,5,0.99904674
5,5,0.9967257
5,5,0.9621732
5,5,0.9873418
5,5,0.9922281
5,973,0.35467947
5,5,0.91860086
5,28,0.42676976
5,5,0.8943663
5,148,0.8963581
5,394,0.819264
5,5,0.9976949
5,5,0.94799227
5,5,0.92089355
5,5,0.57152504
5,5,0.3219415
6,6,0.92236775
6,5,0.6768014
6,6,0.9616354
6,6,0.6322286
6,6,0.92748207
6,6,0.9191026
6,394,0.6785396
6,6,0.7129109
6,6,0.95993173
6,973,0.599491
6,6,0.98726636
6,913,0.7053484
6,6,0.336625
6,6,0.833329
6,6,0.92491704
6,6,0.85212046
6,6,0.83286375
6,6,0.8203156
6,6,0.8475365
6,6,0.9981462
6,6,0.9121857
6,6,0.83045757
6,6,0.6602478
6,6,0.5151165
6,6,0.614969
6,6,0.95354533
6,6,0.67921245
6,6,0.9252342
6,6,0.9568874
6,983,0.54091614
6,6,0.8649787
6,6,0.9663931
6,6,0.92188483
6,4,0.5532479
6,5,0.90858114
6,6,0.9979107
6,6,0.7730434
6,6,0.99548906
6,6,0.57234055
6,6,0.84702647
6,6,0.8112988
6,148,0.11201163
6,6,0.76311547
6,6,0.44780982
6,3,0.82424664
6,977,0.2686313
6,6,0.88190025
6,6,0.7625193
6,5,0.6286488
6,6,0.9863095
7,7,0.8639959
7,8,0.6533466
7,7,0.85207236
7,7,0.9813818
7,912,0.18191423
7,7,0.92212915
7,7,0.81077844
7,7,0.9735223
7,7,0.6491608
7,7,0.8917418
7,7,0.96965224
7,7,0.9341042
7,843,0.13810873
7,8,0.8711052
7,7,0.98994994
7,7,0.42279816
7,7,0.9712912
7,7,0.7953778
7,334,0.1589828
7,7,0.864459
7,8,0.7258847
7,7,0.65786165
7,7,0.9661397
7,7,0.9808272
7,7,0.9721745
7,7,0.88406926
7,7,0.59008926
7,7,0.91265965
7,7,0.9190676
7,7,0.8711898
7,7,0.9898906
7,7,0.927067
7,7,0.92940503
7,7,0.6815648
7,8,0.14144728
7,7,0.638817
7,7,0.8830309
7,7,0.9887473
7,7,0.8849887
7,7,0.8727317
7,7,0.6367831
7,7,0.99788684
7,7,0.96759236
7,8,0.8127683
7,7,0.8432851
7,7,0.9837294
7,1,0.5422719
7,7,0.9981281
7,8,0.9844885
7,7,0.9914033
8,8,0.939848
8,8,0.9447163
8,8,0.9788165
8,8,0.20557387
8,8,0.657036
8,8,0.9929858
8,8,0.9600288
8,8,0.92264855
8,8,0.80809414
8,8,0.9731386
8,8,0.9804652
8,8,0.8410386
8,8,0.8875229
8,8,0.9840963
8,8,0.8259948
8,81,0.2502715
8,82,0.46584895
8,8,0.79639894
8,8,0.95799536
8,137,0.9645454
8,8,0.80547637
8,8,0.7678372
8,8,0.98950607
8,7,0.8816942
8,7,0.4694121
8,8,0.7767881
8,8,0.91227126
8,7,0.6710585
8,8,0.86860853
8,8,0.8986953
8,8,0.6386677
8,7,0.5168945
8,8,0.9171781
8,8,0.97233045
8,8,0.7278198
8,8,0.97963357
8,8,0.8952952
8,7,0.63504547
8,8,0.9743412
8,8,0.92247313
8,8,0.9599091
8,8,0.54894906
8,8,0.96476924
8,8,0.5216424
8,8,0.98744893
8,8,0.91503596
8,8,0.96130997
8,8,0.9823842
8,8,0.9845626
8,8,0.9745967
9,9,0.9999945
9,9,0.99999917
9,9,0.9998685
9,9,0.99997485
9,9,0.99985516
9,9,0.9999558
9,9,0.99370754
9,9,0.9997893
9,9,0.9881557
9,9,0.9997907
9,9,0.9983652
9,9,0.9980082
9,9,0.9980235
9,9,0.997232
9,9,0.99987257
9,9,0.9999912
9,9,0.9995952
9,9,0.99996364
9,9,0.99998856
9,9,0.98850316
9,9,0.9997029
9,9,0.95276433
9,9,0.4853048
9,7,0.5155669
9,9,0.9998841
9,9,0.98017186
9,9,0.99987936
9,9,0.9999969
9,9,0.93319154
9,9,0.99998784
9,489,0.21541834
9,9,0.9999999
9,9,0.9969868
9,9,0.99998605
9,9,0.99999654
9,9,0.5813125
9,9,0.9999994
9,9,0.9968839
9,9,0.99988425
9,9,0.99962914
9,9,0.9934208
9,9,0.9969029
9,9,0.9991296
9,9,0.9999558
9,9,0.9999709
9,9,0.99995947
9,9,0.9991055
9,9,0.99997175
9,9,0.99825066
9,9,0.946838
10,10,0.6339123
10,10,0.9964749
10,10,0.99971455
10,10,0.9880774
10,10,0.98690724
10,10,0.9881346
10,10,0.5944972
10,10,0.9899705
10,10,0.9972023
10,10,0.99574417
10,10,0.99671763
10,10,0.9996803
10,10,0.7904207
10,10,0.40793285
10,10,0.6218361
10,10,0.99904746
10,10,0.9969079
10,10,0.9986298
10,10,0.9678215
10,10,0.99928963
10,410,0.5104287
10,99,0.6272911
10,10,0.9882834
10,10,0.99480283
10,10,0.9996295
10,10,0.89727145
10,10,0.9663817
10,10,0.9998958
10,10,0.9916242
10,10,0.98937523
10,10,0.9999615
10,10,0.99444604
10,10,0.9989749
10,10,0.99485695
10,82,0.35075912
10,10,0.64342743
10,10,0.99902976
10,10,0.98661685
10,10,0.9728684
10,10,0.97151786
10,10,0.9981419
10,10,0.9110034
10,10,0.9987387
10,10,0.99891937
10,13,0.40240845
10,10,0.99980813
10,10,0.73773664
10,10,0.8675066
10,10,0.9964682
10,10,0.99853003
11,11,0.9984712
11,11,0.99998987
11,11,0.9981008
11,11,0.99729365
11,11,0.9456737
11,11,0.9999579
11,11,0.99867094
11,11,0.9989222
11,11,0.99963033
11,11,0.99783117
11,11,0.88248605
11,11,0.9997968
11,10,0.70192975
11,11,0.9995658
11,11,0.94847697
11,11,0.99488926
11,11,0.9993734
11,11,0.9958334
11,11,0.9751355
11,11,0.98091906
11,11,0.99807394
11,11,0.99262553
11,11,0.8110876
11,11,0.9837187
11,11,0.9995285
11,11,0.9997948
11,11,0.9989864
11,11,0.99719477
11,11,0.9886663
11,11,0.94044495
11,11,0.99634296
11,11,0.8501387
11,11,0.9978612
11,11,0.9995258
11,11,0.9386459
11,11,0.9998827
11,11,0.9998259
11,10,0.9496379
11,11,0.638775
11,11,0.99748576
11,11,0.9766001
11,11,0.9994886
11,11,0.4608318
11,11,0.9989711
11,11,0.99774206
11,11,0.74731946
11,11,0.99886286
11,11,0.999851
11,11,0.9739578
11,11,0.99979144
12,12,0.19314602
12,12,0.99723345
12,12,0.9981394
12,12,0.9998951
12,13,0.44990537
12,12,0.87234324
12,12,0.9996076
12,12,0.99880254
12,12,0.9999248
12,12,0.9958268
12,21,0.20163007
12,12,0.99981445
12,12,0.9958675
12,12,0.9999417
12,12,0.99704117
12,12,0.8848725
12,12,0.60250854
12,12,0.9836716
12,12,0.37608564
12,12,0.99659675
12,12,0.9997665
12,12,0.9628649
12,12,0.99027514
12,12,0.99854976
12,12,0.9987663
12,12,0.9989366
12,12,0.9969162
12,12,0.9991947
12,12,0.9996562
12,12,0.999726
12,12,0.98213816
12,12,0.9996357
12,13,0.5583999
12,12,0.9982351
12,12,0.996182
12,12,0.97400725
12,12,0.9912826
12,12,0.998719
12,12,0.9997578
12,12,0.99965215
12,12,0.9791247
12,12,0.9997943
12,12,0.95177704
12,12,0.9993357
12,12,0.88384336
12,12,0.9308254
12,12,0.6714841
12,12,0.99597484
12,12,0.9985267
12,12,0.9965649
13,13,0.9988696
13,13,0.99991715
13,13,0.9999422
13,13,0.99996126
13,13,0.97414905
13,13,0.98263794
13,13,0.99985635
13,13,0.9818802
13,13,0.9252148
13,13,0.9989285
13,13,0.9999943
13,13,0.99868876
13,13,0.992071
13,13,0.9955304
13,13,0.9999443
13,13,0.99932027
13,13,0.9997707
13,13,0.9861821
13,13,0.9992237
13,12,0.59796107
13,13,0.99994063
13,13,0.999969
13,13,0.9946838
13,13,0.9975007
13,13,0.9996971
13,13,0.999198
13,13,0.20871915
13,13,0.9957917
13,13,0.99470276
13,13,0.9946026
13,13,0.97513527
13,13,0.6027699
13,13,0.98326117
13,13,0.9992386
13,13,0.99421316
13,13,0.9995628
13,13,0.9897355
13,13,0.9999558
13,13,0.9877444
13,13,0.9976004
13,13,0.9924488
13,13,0.6825768
13,13,0.99977773
13,13,0.817067
13,13,0.999998
13,13,0.99989724
13,13,0.9859761
13,13,0.99968207
13,13,0.9995621
13,13,0.992328
14,14,0.99960464
14,14,0.998326
14,14,0.94574606
14,14,0.9658165
14,11,0.57443595
14,14,0.9998227
14,14,0.99985266
14,14,0.99930465
14,14,0.9985065
14,14,0.996256
14,14,0.99834764
14,14,0.99784505
14,14,0.97886825
14,14,0.99862146
14,84,0.30311477
14,14,0.9980622
14,14,0.9991941
14,14,0.997271
14,14,0.99944705
14,14,0.99830735
14,14,0.9858834
14,91,0.26163253
14,14,0.99980146
14,14,0.9932366
14,40,0.59176815
14,14,0.9870799
14,14,0.9937542
14,14,0.99906284
14,14,0.99823904
14,14,0.99679655
14,14,0.95610183
14,14,0.9987526
14,14,0.9993358
14,14,0.99663806
14,14,0.9280482
14,14,0.9982175
14,14,0.9977756
14,18,0.23188542
14,14,0.9952974
14,14,0.9992447
14,14,0.90456456
14,14,0.99965215
14,14,0.9711237
14,14,0.9910149
14,14,0.9993356
14,14,0.9936289
14,14,0.99975985
14,14,0.9881144
14,14,0.9992742
14,14,0.99728835
15,15,0.9997465
15,15,0.9735908
15,15,0.964351
15,15,0.9976647
15,15,0.9944891
15,15,0.9998267
15,15,0.21503283
15,15,0.9987606
15,15,0.9898379
15,15,0.9992231
15,15,0.98761976
15,15,0.99275726
15,15,0.9994137
15,15,0.9989938
15,15,0.9994222
15,15,0.64430237
15,15,0.99835396
15,15,0.99989533
15,10,0.86735535
15,85,0.61246
15,15,0.9991165
15,15,0.89469886
15,15,0.9564174
15,15,0.995669
15,15,0.9998253
15,15,0.9998405
15,15,0.9989538
15,15,0.9998778
15,15,0.86725533
15,15,0.56556743
15,15,0.98959804
15,85,0.44096544
15,15,0.8040296
15,15,0.9998685
15,15,0.99996424
15,15,0.9978834
15,15,0.9934349
15,15,0.9957353
15,15,0.99986625
15,15,0.99988234
15,15,0.99871016
15,15,0.99050224
15,15,0.99942636
15,15,0.9985056
15,15,0.99960977
15,15,0.9002553
15,10,0.6904829
15,15,0.25361934
15,15,0.99921036
15,15,0.9995468
16,16,0.9963736
16,16,0.9995073
16,16,0.99018586
16,16,0.9999504
16,16,0.99633324
16,82,0.34840462
16,16,0.9853275
16,16,0.9998092
16,16,0.9999949
16,16,0.9997421
16,16,0.9974807
16,90,0.30837896
16,16,0.5979412
16,23,0.2640419
16,16,0.99393636
16,16,0.9987482
16,16,0.99999464
16,16,0.9985252
16,16,0.99670744
16,16,0.99978536
16,16,0.9899547
16,95,0.49321294
16,16,0.999624
16,16,0.7928192
16,16,0.49576843
16,16,0.9999083
16,16,0.9592346
16,16,0.9999174
16,16,0.99997437
16,16,0.7514041
16,16,0.9158975
16,16,0.99991345
16,16,0.97034484
16,16,0.9999988
16,16,0.97682434
16,16,0.84078324
16,16,0.96809435
16,16,0.99806017
16,14,0.4522484
16,16,0.9886391
16,16,0.9999894
16,16,0.2491785
16,16,0.8018402
16,16,0.76319385
16,16,0.3791785
16,16,0.9888508
16,16,0.9907684
16,16,0.96724105
16,16,0.75509655
16,16,0.99993014
17,17,0.99949944
17,17,0.8648565
17,17,0.6774495
17,17,0.99951625
17,17,0.99717784
17,17,0.7737098
17,17,0.9999738
17,17,0.5114702
17,320,0.112751536
17,17,0.9896012
17,17,0.9988218
17,17,0.99999213
17,17,0.99999774
17,17,0.99939585
17,17,0.9972331
17,17,0.9999943
17,17,0.9981013
17,17,0.9282631
17,17,0.6845598
17,17,0.9255575
17,17,0.999764
17,19,0.44226614
17,17,0.92545366
17,10,0.69715106
17,18,0.9157853
17,17,0.78999907
17,17,0.99732673
17,17,0.9814222
17,17,0.9630651
17,17,0.9993963
17,17,0.49912113
17,17,0.9991429
17,17,0.996119
17,17,0.9995414
17,17,0.99921346
17,17,0.99745494
17,17,0.9999925
17,17,0.913203
17,17,0.8986206
17,17,0.9990219
17,17,0.9978702
17,17,0.99635017
17,17,0.9906889
17,17,0.73163295
17,17,0.9991819
17,17,0.97617584
17,17,0.9994036
17,17,0.99997234
17,17,0.9799789
17,17,0.99910754
18,18,0.4028441
18,18,0.9997112
18,18,0.9777891
18,18,0.9595336
18,18,0.9996253
18,18,0.9986166
18,18,0.9998622
18,18,0.99629337
18,18,0.9857961
18,18,0.99939036
18,18,0.99967444
18,18,0.97890854
18,18,0.9999721
18,18,0.58730537
18,144,0.30147725
18,18,0.99547726
18,136,0.34885845
18,18,0.6615238
18,18,0.9970835
18,18,0.999012
18,18,0.997509
18,17,0.66556954
18,18,0.9985677
18,18,0.998064
18,18,0.7789763
18,18,0.9273703
18,18,0.9913278
18,18,0.9999738
18,18,0.99966
18,18,0.99742436
18,18,0.99884087
18,18,0.9991835
18,18,0.99235535
18,18,0.9937604
18,18,0.99402773
18,22,0.53397185
18,18,0.9942781
18,18,0.9992611
18,18,0.8730187
18,18,0.9999598
18,18,0.989532
18,18,0.9997297
18,18,0.38652167
18,353,0.6173907
18,18,0.9943362
18,18,0.99920374
18,18,0.981833
18,18,0.7185631
18,18,0.999388
18,18,0.98319006
19,19,0.8941411
19,19,0.9993735
19,19,0.53781736
19,19,0.28657627
19,19,0.993598
19,19,0.9980033
19,19,0.99277484
19,19,0.99998426
19,19,0.53543997
19,19,0.99902904
19,19,0.97579116
19,19,0.99990606
19,19,0.84821206
19,19,0.98699653
19,19,0.97770256
19,19,0.9974952
19,19,0.99706274
19,19,0.999985
19,19,0.9840259
19,19,0.9930999
19,19,0.99941266
19,19,0.9999913
19,19,0.9745737
19,19,0.37626436
19,19,0.9952301
19,19,0.9999821
19,19,0.99911565
19,19,0.9997458
19,19,0.9942668
19,19,0.99964297
19,19,0.71112555
19,19,0.6149513
19,19,0.92346925
19,19,0.9816792
19,19,0.9999434
19,19,0.9941579
19,19,0.99990845
19,19,0.9992981
19,19,0.99872833
19,19,0.99640924
19,19,0.9999907
19,19,0.88747114
19,19,0.6733254
19,19,0.93308526
19,19,0.99023366
19,19,0.9880293
19,19,0.99864
19,19,0.9652093
19,19,0.9982345
19,19,0.9998363
20,20,0.9998079
20,20,0.9885252
20,20,0.99960464
20,20,0.9975501
20,20,0.98969716
20,20,0.9518854
20,20,0.9995043
20,20,0.98943174
20,58,0.29584545
20,20,0.93081355
20,20,0.9996381
20,557,0.39732596
20,20,0.9993248
20,20,0.9985391
20,20,0.5963885
20,20,0.99960536
20,18,0.5306589
20,20,0.97414094
20,20,0.9996425
20,20,0.9998789
20,20,0.99975246
20,20,0.99937755
20,143,0.57603747
20,20,0.5106152
20,20,0.9995994
20,20,0.901746
20,20,0.9997863
20,20,0.9998567
20,20,0.99916434
20,95,0.89290315
20,20,0.7081766
20,20,0.997436
20,20,0.93548447
20,337,0.40458238
20,20,0.9994055
20,20,0.9959997
20,20,0.6112017
20,20,0.99910766
20,10,0.99299026
20,20,0.8347947
20,20,0.9992986
20,20,0.9956126
20,20,0.9996226
20,20,0.98940873
20,20,0.99986935
20,20,0.9997973
20,20,0.9995968
20,20,0.99635386
20,20,0.99398345
20,89,0.3564616
21,21,0.9906917
21,21,0.98812544
21,21,0.945865
21,21,0.9916789
21,23,0.4778268
21,8,0.37915
21,21,0.7915885
21,22,0.98496324
21,21,0.9850756
21,374,0.51739216
21,22,0.85407627
21,21,0.99811906
21,21,0.97396886
21,21,0.99906355
21,21,0.46772534
21,21,0.9941303
21,21,0.9580393
21,22,0.745986
21,21,0.9681742
21,21,0.98881274
21,21,0.56133974
21,21,0.9499935
21,345,0.5328664
21,21,0.40281776
21,21,0.4534262
21,21,0.41497836
21,21,0.6656113
21,21,0.9996979
21,21,0.9225565
21,21,0.39432952
21,21,0.71687794
21,21,0.99291766
21,21,0.9791272
21,21,0.99807066
21,21,0.9523688
21,21,0.99182093
21,21,0.90228134
21,21,0.9672812
21,21,0.95705366
21,21,0.94530404
21,21,0.7556697
21,21,0.9629004
21,138,0.82178926
21,21,0.9965575
21,21,0.9532991
21,21,0.92460304
21,21,0.78928465
21,21,0.985978
21,21,0.61476237
21,21,0.93257457
22,23,0.6194389
22,22,0.9956605
22,22,0.9992449
22,22,0.99721825
22,22,0.99677914
22,22,0.6739998
22,22,0.9303987
22,22,0.9978629
22,22,0.96014905
22,22,0.992431
22,22,0.9950121
22,22,0.9703388
22,22,0.99937385
22,22,0.9987141
22,22,0.9935514
22,22,0.906216
22,22,0.91053367
22,22,0.73022276
22,22,0.9981974
22,22,0.99358916
22,22,0.99990726
22,22,0.6601604
22,22,0.99787986
22,22,0.9989422
22,22,0.98513216
22,22,0.99890566
22,22,0.9976731
22,22,0.99996436
22,22,0.99784064
22,22,0.9806073
22,22,0.9926323
22,23,0.50454307
22,22,0.99637103
22,22,0.9998642
22,22,0.99092776
22,22,0.9746797
22,22,0.9968857
22,22,0.56750727
22,22,0.9187665
22,22,0.85540617
22,22,0.9976901
22,22,0.9990754
22,22,0.99909496
22,22,0.9655227
22,22,0.9120114
22,22,0.99261296
22,22,0.9914704
22,22,0.9990183
22,22,0.9990553
22,22,0.95076823
23,21,0.8720507
23,23,0.9893281
23,23,0.99864286
23,23,0.9839115
23,23,0.9994586
23,23,0.99586993
23,23,0.6289742
23,23,0.94155645
23,23,0.87230486
23,23,0.99848336
23,23,0.9824937
23,23,0.9725887
23,23,0.9962204
23,23,0.9647226
23,23,0.97569364
23,23,0.62750536
23,144,0.47671765
23,23,0.9745079
23,23,0.9982851
23,12,0.286709
23,82,0.5654649
23,23,0.9978169
23,23,0.9663344
23,23,0.9997714
23,23,0.8766274
23,23,0.99371403
23,23,0.9994413
23,23,0.9047865
23,23,0.6677503
23,23,0.9813348
23,23,0.99962187
23,23,0.98959166
23,23,0.94169617
23,23,0.8398306
23,23,0.9013573
23,23,0.9930704
23,23,0.9901399
23,23,0.998014
23,23,0.9998902
23,372,0.538441
23,23,0.83305854
23,23,0.99958843
23,23,0.9967776
23,23,0.9996877
23,23,0.6223742
23,23,0.9369657
23,23,0.99835455
23,23,0.9871372
23,23,0.97516567
23,23,0.60754883
24,24,0.9998702
24,24,0.999998
24,24,0.9995369
24,24,0.9990583
24,24,0.9999844
24,21,0.5176273
24,802,0.5625306
24,24,0.9835466
24,24,0.9999933
24,24,0.99985635
24,24,0.9988877
24,24,0.9999646
24,24,0.99706036
24,24,0.9999379
24,24,0.97995514
24,24,0.9999267
24,24,0.99931574
24,24,0.99955684
24,24,0.9999144
24,24,0.9907678
24,24,0.77445745
24,24,0.98079234
24,24,0.9997466
24,24,0.80067134
24,24,0.9904946
24,24,0.99990463
24,24,0.9999728
24,24,0.9999857
24,24,0.9990682
24,24,0.9454736
24,24,0.99923635
24,24,0.99993145
24,24,0.9999703
24,24,0.9999392
24,24,0.9993088
24,24,0.9997861
24,24,0.9999989
24,24,0.99990785
24,24,0.9997999
24,24,0.9613335
24,24,0.99998844
24,24,0.71699923
24,24,0.9997713
24,24,0.99407226
24,24,0.9999784
24,24,0.99951875
24,24,0.9984933
24,24,0.999956
24,24,0.99999666
24,24,0.99998164
25,25,0.98379993
25,25,0.9776307
25,25,0.9847474
25,36,0.18604285
25,25,0.77803874
25,25,0.9647928
25,25,0.9861129
25,25,0.77663445
25,25,0.9941047
25,25,0.9698599
25,25,0.8339447
25,25,0.9250385
25,25,0.9805453
25,25,0.9825441
25,25,0.68274856
25,25,0.9339069
25,25,0.9255589
25,25,0.97986436
25,25,0.40325332
25,25,0.90345067
25,25,0.95590854
25,28,0.82967824
25,25,0.9798956
25,25,0.5316169
25,25,0.9952003
25,25,0.99741143
25,25,0.9489088
25,25,0.98644143
25,25,0.9708712
25,25,0.97651654
25,25,0.981415
25,25,0.9124974
25,25,0.98912805
25,25,0.9949346
25,25,0.8977875
25,25,0.96176064
25,25,0.81698346
25,25,0.8229362
25,25,0.996865
25,25,0.78458697
25,25,0.95497704
25,25,0.9512373
25,25,0.9909202
25,25,0.9296517
25,25,0.4770215
25,25,0.8956396
25,25,0.9526576
25,25,0.99782515
25,25,0.9939626
25,25,0.9704039
26,26,0.85616416
26,28,0.8897209
26,38,0.3172486
26,26,0.9602839
26,26,0.91911757
26,26,0.6506781
26,26,0.80737567
26,27,0.9530076
26,26,0.6511373
26,26,0.9698193
26,26,0.92968136
26,26,0.99033386
26,26,0.9954417
26,26,0.7190059
26,26,0.8891355
26,26,0.9681557
26,26,0.9494988
26,26,0.8634863
26,28,0.75936776
26,26,0.85556805
26,29,0.5055064
26,311,0.63229215
26,26,0.8089208
26,26,0.9415626
26,58,0.52805984
26,28,0.88295674
26,26,0.81051594
26,26,0.95149106
26,25,0.9558223
26,26,0.8375962
26,26,0.94596887
26,26,0.9044065
26,28,0.72511166
26,119,0.5393561
26,29,0.9138951
26,27,0.87247044
26,27,0.9431776
26,26,0.9851441
26,27,0.60327536
26,28,0.98451865
26,26,0.95915276
26,26,0.4713601
26,26,0.24761717
26,26,0.9954862
26,27,0.8450349
26,26,0.52808726
26,28,0.9880606
26,26,0.5008766
26,29,0.7643323
26,26,0.8175127
27,27,0.9954183
27,27,0.9979905
27,27,0.9620042
27,27,0.8252542
27,27,0.9766937
27,27,0.99964416
27,455,0.9195866
27,27,0.99306303
27,307,0.27237195
27,27,0.9127048
27,27,0.8742465
27,27,0.8909806
27,27,0.9986242
27,26,0.20844696
27,27,0.9830839
27,27,0.9708284
27,26,0.8394641
27,27,0.9937748
27,27,0.99368626
27,27,0.9964921
27,27,0.4300732
27,27,0.93840206
27,26,0.98961884
27,27,0.90137416
27,27,0.5568881
27,27,0.8687899
27,26,0.23054597
27,26,0.87521166
27,27,0.9736892
27,41,0.26277736
27,27,0.9895522
27,27,0.64763886
27,27,0.99210125
27,26,0.75671226
27,26,0.8005881
27,26,0.6963464
27,27,0.96473265
27,27,0.93898666
27,27,0.996305
27,27,0.98111856
27,27,0.998911
27,27,0.9300317
27,27,0.6580273
27,27,0.98766416
27,27,0.8916628
27,27,0.74443465
27,26,0.72429264
27,27,0.9639933
27,27,0.98624206
27,27,0.96117085
28,77,0.37867016
28,28,0.9867286
28,28,0.91228586
28,28,0.9996253
