,Yhat,Y,is_correct,confidence
84,D,D,True,0.9973556995391846
85,B,B,True,0.9811883568763733
86,C,C,True,0.9877967238426208
87,C,C,True,0.9671918749809265
88,C,C,True,0.985567569732666
89,D,D,True,0.8679153919219971
90,D,D,True,0.6242897510528564
91,D,D,True,0.9828205108642578
92,A,A,True,0.9868495464324951
93,D,D,True,0.9938365817070007
94,A,A,True,0.9312072992324829
95,C,C,True,0.9777230024337769
96,B,B,True,0.9949616193771362
97,B,B,True,0.9941135048866272
98,C,A,False,0.5212790369987488
99,A,A,True,0.956291139125824
100,A,D,False,0.6045182347297668
101,D,D,True,0.3565668761730194
102,D,D,True,0.9951887130737305
103,A,C,False,0.7169422507286072
104,D,D,True,0.9956040382385254
105,A,A,True,0.981374979019165
106,D,A,False,0.63431715965271
107,A,A,True,0.9873412251472473
108,A,D,False,0.8066141605377197
109,B,C,False,0.6748618483543396
110,A,A,True,0.8713728785514832
111,D,D,True,0.9410308599472046
112,B,B,True,0.9949695467948914
113,D,D,True,0.9959023594856262
114,D,D,True,0.9922760128974915
115,D,D,True,0.8789663910865784
116,B,B,True,0.8514618277549744
117,B,C,False,0.7522704601287842
118,D,B,False,0.9644747376441956
119,D,A,False,0.6554733514785767
120,A,A,True,0.9980913996696472
121,D,D,True,0.9849766492843628
122,A,A,True,0.9963924288749695
123,B,C,False,0.38052332401275635
124,A,A,True,0.9897608160972595
125,B,D,False,0.838896632194519
126,D,B,False,0.6680092215538025
127,D,D,True,0.6609343886375427
128,A,A,True,0.9586058259010315
129,D,D,True,0.993362307548523
130,D,D,True,0.996894359588623
131,B,B,True,0.991797685623169
132,A,A,True,0.9893839955329895
133,D,D,True,0.9981240630149841
134,D,D,True,0.9988200068473816
135,C,C,True,0.980344295501709
136,A,A,True,0.844951868057251
137,B,B,True,0.9866510629653931
138,C,C,True,0.9306032061576843
139,A,C,False,0.9495710134506226
140,D,D,True,0.9935349225997925
141,D,D,True,0.9989621639251709
142,D,D,True,0.9419600963592529
143,A,D,False,0.6159772276878357
144,B,C,False,0.8503633141517639
145,A,A,True,0.998204231262207
146,B,B,True,0.9911125302314758
147,D,D,True,0.986901581287384
148,C,C,True,0.9797776937484741
149,C,C,True,0.9822649955749512
150,B,D,False,0.6312804222106934
151,D,D,True,0.6381077170372009
152,B,B,True,0.6116997599601746
153,A,A,True,0.9888002872467041
154,B,B,True,0.9672811031341553
155,D,D,True,0.9985402822494507
156,C,C,True,0.8422501087188721
157,D,D,True,0.990228533744812
158,C,C,True,0.8990617990493774
159,D,D,True,0.9938090443611145
160,D,B,False,0.7763726115226746
161,C,D,False,0.6491031646728516
162,D,D,True,0.982342541217804
163,A,A,True,0.9720517992973328
164,D,D,True,0.9937105178833008
165,D,C,False,0.5646580457687378
166,B,B,True,0.981363832950592
167,C,C,True,0.9529900550842285
168,C,C,True,0.9352314472198486
169,D,C,False,0.5610225796699524
170,A,A,True,0.9744378328323364
171,A,A,True,0.7705203294754028
172,D,D,True,0.991922914981842
173,C,C,True,0.9844319820404053
174,B,C,False,0.5279328227043152
175,A,A,True,0.9952763319015503
176,A,A,True,0.981474757194519
177,D,D,True,0.8820309042930603
178,C,C,True,0.9143602848052979
179,C,C,True,0.9300842881202698
180,A,A,True,0.98451828956604
181,B,B,True,0.9895716905593872
182,B,B,True,0.9197647571563721
183,B,B,True,0.993822455406189
184,D,D,True,0.9934300780296326
185,C,C,True,0.9786673188209534
186,C,C,True,0.9644628763198853
187,B,B,True,0.7072411775588989
188,A,A,True,0.9508297443389893
189,B,C,False,0.4210948944091797
190,A,A,True,0.9887468218803406
191,A,A,True,0.9969345331192017
192,D,D,True,0.9954904913902283
193,C,C,True,0.8209668397903442
194,D,D,True,0.8947235941886902
195,B,B,True,0.47046124935150146
196,B,B,True,0.9927271604537964
197,B,B,True,0.9813918471336365
198,B,B,True,0.9821555018424988
199,C,C,True,0.9526007771492004
200,C,C,True,0.6375364065170288
201,D,D,True,0.9126724600791931
202,A,A,True,0.9258017539978027
203,B,B,True,0.982102632522583
204,D,D,True,0.9983561635017395
205,A,A,True,0.9960469603538513
206,A,A,True,0.989385187625885
207,D,D,True,0.9974876642227173
208,C,C,True,0.5641400218009949
209,D,D,True,0.9826304316520691
210,A,A,True,0.9924214482307434
211,D,D,True,0.9991822838783264
212,D,D,True,0.9941378831863403
213,D,D,True,0.9317869544029236
214,A,B,False,0.3646235466003418
215,D,A,False,0.7516197562217712
216,A,A,True,0.983651876449585
217,D,A,False,0.6906944513320923
218,A,A,True,0.962821364402771
219,C,C,True,0.9868044853210449
220,A,A,True,0.4921129047870636
221,C,C,True,0.5267754793167114
222,B,B,True,0.9670988917350769
223,C,C,True,0.8999568819999695
224,B,D,False,0.7477791905403137
225,C,C,True,0.8200918436050415
226,B,B,True,0.8538215756416321
227,B,B,True,0.58641117811203
228,A,A,True,0.9919931888580322
229,B,B,True,0.9818869829177856
230,A,B,False,0.5145972967147827
231,C,C,True,0.9458281993865967
232,D,D,True,0.9915453791618347
233,B,D,False,0.9197720289230347
234,A,A,True,0.991384744644165
235,B,B,True,0.9703830480575562
236,B,B,True,0.9441691637039185
237,C,C,True,0.9264613389968872
238,A,A,True,0.7168825268745422
239,B,B,True,0.6455265879631042
240,A,A,True,0.9331231117248535
241,C,C,True,0.6289911866188049
242,A,A,True,0.9947313070297241
243,A,A,True,0.9702668786048889
244,C,D,False,0.8951727151870728
245,A,A,True,0.9884649515151978
246,B,A,False,0.6989898681640625
247,A,A,True,0.9916620254516602
248,A,A,True,0.9919142723083496
249,C,C,True,0.9923036694526672
250,A,A,True,0.9930926561355591
251,B,B,True,0.5278388857841492
252,B,C,False,0.5957323312759399
253,D,D,True,0.9970894455909729
254,C,C,True,0.9631202816963196
255,C,C,True,0.8607412576675415
256,C,D,False,0.5901381373405457
257,A,B,False,0.8344181776046753
258,A,A,True,0.9561076164245605
259,D,D,True,0.9930023550987244
260,D,B,False,0.9828306436538696
261,C,C,True,0.8909115195274353
262,C,C,True,0.9593932032585144
263,D,D,True,0.9942179918289185
264,C,C,True,0.9476807117462158
265,D,D,True,0.9676342606544495
266,B,B,True,0.8301564455032349
267,A,A,True,0.9381083250045776
268,B,B,True,0.9792631268501282
269,D,D,True,0.6040264368057251
270,D,D,True,0.6500701308250427
271,A,A,True,0.4605310559272766
272,D,D,True,0.9953877329826355
273,B,B,True,0.9342858791351318
274,D,D,True,0.5488874316215515
275,A,D,False,0.6203806400299072
276,B,A,False,0.8334116339683533
277,B,A,False,0.4837997555732727
278,C,C,True,0.678740918636322
279,C,D,False,0.4354702830314636
280,C,B,False,0.5521466732025146
281,D,C,False,0.988875150680542
282,D,A,False,0.39528995752334595
283,C,C,True,0.6706265211105347
284,A,D,False,0.5603388547897339
285,B,B,True,0.802115797996521
286,D,D,True,0.997626006603241
287,D,C,False,0.7988755106925964
288,A,D,False,0.6855509281158447
289,D,D,True,0.7854835987091064
290,A,A,True,0.9882710576057434
291,C,C,True,0.9873812198638916
292,C,D,False,0.7753721475601196
293,C,C,True,0.9897129535675049
294,B,B,True,0.9845192432403564
295,C,C,True,0.8712759017944336
296,D,D,True,0.9956056475639343
297,B,B,True,0.9851491451263428
298,B,D,False,0.5483774542808533
299,D,D,True,0.9988957643508911
300,C,C,True,0.5036909580230713
301,B,B,True,0.9414950609207153
302,D,D,True,0.9981153011322021
303,D,D,True,0.9974802136421204
304,A,A,True,0.9839345812797546
305,C,C,True,0.987917959690094
306,B,C,False,0.9388253092765808
307,B,A,False,0.9815991520881653
308,A,A,True,0.993710994720459
309,C,C,True,0.9858518242835999
310,C,C,True,0.9819872975349426
311,A,A,True,0.9605876207351685
312,B,B,True,0.9923141598701477
313,B,B,True,0.9847250580787659
314,D,D,True,0.9954931735992432
315,C,C,True,0.9863318204879761
316,C,C,True,0.9791206121444702
317,C,C,True,0.8627218008041382
318,C,C,True,0.7202404737472534
319,D,D,True,0.9852755069732666
320,D,C,False,0.9883262515068054
321,C,C,True,0.9563635587692261
322,C,C,True,0.811374843120575
323,A,A,True,0.9860802292823792
324,B,B,True,0.5418115854263306
325,D,D,True,0.9860348701477051
326,D,D,True,0.9957595467567444
327,D,D,True,0.9978511333465576
328,A,A,True,0.9888606667518616
329,A,A,True,0.9817125201225281
330,A,A,True,0.9750185012817383
331,C,C,True,0.6909546256065369
332,A,A,True,0.931603193283081
333,A,A,True,0.38355904817581177
334,D,D,True,0.9940425753593445
335,D,D,True,0.9963439106941223
336,D,C,False,0.8712009191513062
337,A,A,True,0.981705904006958
338,A,B,False,0.4787912368774414
339,B,B,True,0.48612403869628906
340,C,C,True,0.9862884283065796
341,A,A,True,0.9163024425506592
342,C,C,True,0.9371272921562195
343,D,D,True,0.8487980365753174
344,B,B,True,0.9830196499824524
345,A,A,True,0.9976287484169006
346,C,C,True,0.9797618389129639
347,B,B,True,0.9942260384559631
348,A,A,True,0.9854561686515808
349,A,A,True,0.9686608910560608
350,B,C,False,0.8173595070838928
351,B,B,True,0.9907288551330566
352,D,D,True,0.8394370675086975
353,A,B,False,0.9669114947319031
354,C,C,True,0.9697238802909851
355,C,C,True,0.9899017810821533
356,B,B,True,0.9926695823669434
357,D,D,True,0.9859557151794434
358,C,C,True,0.7624309659004211
359,A,A,True,0.9795299172401428
360,A,A,True,0.885007381439209
361,D,B,False,0.8571342825889587
362,A,C,False,0.7946548461914062
363,B,B,True,0.9879564642906189
364,C,C,True,0.9965330362319946
365,C,A,False,0.9639533162117004
366,B,B,True,0.9823964834213257
367,A,A,True,0.9934585690498352
368,D,D,True,0.9565718173980713
369,B,A,False,0.4117998778820038
370,A,A,True,0.9913285374641418
371,B,B,True,0.9912983775138855
372,C,C,True,0.9811369180679321
373,C,C,True,0.9648730158805847
374,B,B,True,0.8452913761138916
375,C,C,True,0.9836176633834839
376,C,C,True,0.9777891039848328
377,B,B,True,0.9941095113754272
378,A,A,True,0.9913920164108276
379,D,D,True,0.9940616488456726
380,D,D,True,0.9961226582527161
381,C,C,True,0.6023990511894226
382,B,B,True,0.9722018837928772
383,A,A,True,0.9707004427909851
384,B,B,True,0.9910233020782471
385,D,D,True,0.534955620765686
386,C,C,True,0.9279585480690002
387,B,A,False,0.7325931787490845
388,B,B,True,0.9977632761001587
389,B,B,True,0.9727890491485596
390,A,A,True,0.8565966486930847
391,B,B,True,0.9873988628387451
392,D,D,True,0.9355201721191406
393,A,A,True,0.9817023277282715
394,D,D,True,0.7658250331878662
395,B,B,True,0.9897660613059998
396,D,D,True,0.9961948394775391
397,A,A,True,0.9935038685798645
398,D,D,True,0.9977710247039795
399,D,D,True,0.9973969459533691
400,A,A,True,0.9940028786659241
401,A,A,True,0.9856154918670654
402,D,D,True,0.996168315410614
403,A,A,True,0.9847884178161621
404,D,D,True,0.9959392547607422
405,A,A,True,0.9925543665885925
406,C,C,True,0.9740734100341797
407,D,D,True,0.9963363409042358
408,C,C,True,0.9900021553039551
409,D,A,False,0.8309825658798218
410,D,D,True,0.5998680591583252
411,A,A,True,0.9933825731277466
412,D,A,False,0.6258642673492432
413,A,A,True,0.9874345660209656
414,B,B,True,0.9861045479774475
415,A,A,True,0.9941864013671875
416,D,D,True,0.9995895028114319
417,B,B,True,0.9905074834823608
418,C,C,True,0.9778283834457397
419,B,B,True,0.9594956040382385
420,A,A,True,0.9923557043075562
421,D,D,True,0.9932055473327637
422,B,B,True,0.9898924827575684
423,A,A,True,0.9961948394775391
424,C,C,True,0.9817580580711365
425,B,B,True,0.9849108457565308
426,C,C,True,0.9523377418518066
427,D,D,True,0.997112512588501
428,A,A,True,0.9788488149642944
429,C,C,True,0.9891630411148071
430,B,C,False,0.35145676136016846
431,B,D,False,0.8660709261894226
432,B,B,True,0.8206921815872192
433,D,D,True,0.9928610920906067
434,A,C,False,0.8421182036399841
435,D,D,True,0.9727997779846191
436,D,D,True,0.9302468299865723
437,C,C,True,0.995855987071991
438,D,D,True,0.9753554463386536
439,B,B,True,0.9736740589141846
440,C,C,True,0.9874929189682007
441,B,B,True,0.9874605536460876
442,B,B,True,0.9923133254051208
443,C,C,True,0.7282427549362183
444,A,A,True,0.99045729637146
445,C,C,True,0.9768352508544922
446,B,B,True,0.9919874668121338
447,C,C,True,0.8580934405326843
448,D,D,True,0.9766519069671631
449,D,D,True,0.9953845143318176
450,A,A,True,0.9850993752479553
451,D,D,True,0.9971386194229126
452,D,D,True,0.9754432439804077
453,B,B,True,0.9719401001930237
454,A,A,True,0.9781227707862854
455,A,D,False,0.9795544147491455
456,A,A,True,0.9939356446266174
457,B,A,False,0.6090763211250305
458,D,B,False,0.5675144195556641
459,A,A,True,0.8173608779907227
460,A,B,False,0.8917684555053711
461,A,A,True,0.8978596925735474
462,A,A,True,0.6489870548248291
463,C,C,True,0.8825857043266296
464,C,B,False,0.5844170451164246
465,D,D,True,0.5208799839019775
466,D,C,False,0.37101230025291443
467,A,A,True,0.9749969840049744
468,C,B,False,0.8176063299179077
469,A,A,True,0.9497661590576172
470,D,D,True,0.992067813873291
471,D,D,True,0.9718989729881287
472,D,C,False,0.9314320087432861
473,D,D,True,0.8972585201263428
474,B,B,True,0.9387463331222534
475,A,A,True,0.4605916440486908
476,D,B,False,0.4927818179130554
477,D,D,True,0.7219688296318054
478,D,A,False,0.8171095848083496
479,D,A,False,0.6531904935836792
480,D,A,False,0.7811786532402039
481,D,D,True,0.931634247303009
482,A,A,True,0.4255105257034302
483,D,A,False,0.9681143164634705
484,D,D,True,0.9963548183441162
485,C,B,False,0.45375242829322815
486,B,B,True,0.9872698783874512
487,B,B,True,0.9889383316040039
488,C,C,True,0.5610041618347168
489,B,B,True,0.9912866950035095
490,A,A,True,0.9973909854888916
491,A,A,True,0.9979750514030457
492,C,D,False,0.9236457347869873
493,C,C,True,0.953468918800354
494,D,D,True,0.9980210065841675
495,D,D,True,0.9973848462104797
496,D,D,True,0.9931046366691589
497,B,B,True,0.9789474010467529
498,C,C,True,0.983511209487915
499,D,D,True,0.9956256151199341
500,B,B,True,0.9886906147003174
501,C,C,True,0.9771692156791687
502,C,C,True,0.9794603586196899
503,A,A,True,0.9857814908027649
504,D,D,True,0.9972813129425049
505,C,C,True,0.9708151817321777
506,A,A,True,0.9866847395896912
507,C,C,True,0.9692152142524719
508,D,D,True,0.996940016746521
509,C,C,True,0.9894804954528809
510,A,A,True,0.9909624457359314
511,C,C,True,0.9849040508270264
512,D,C,False,0.9848616123199463
513,C,C,True,0.9524864554405212
514,D,A,False,0.7247845530509949
515,A,A,True,0.9876636862754822
516,C,C,True,0.9217230677604675
517,A,A,True,0.9133834838867188
518,A,A,True,0.7985895872116089
519,B,B,True,0.96707683801651
520,C,C,True,0.5185126066207886
521,B,D,False,0.5042932629585266
522,D,D,True,0.9231550097465515
523,D,D,True,0.9878690838813782
524,A,C,False,0.9786669015884399
525,B,B,True,0.9826020002365112
526,A,B,False,0.9690716862678528
527,C,C,True,0.9505235552787781
528,D,C,False,0.9886555671691895
529,D,D,True,0.9981669187545776
530,D,D,True,0.9949854612350464
531,D,D,True,0.9463539123535156
532,D,D,True,0.9951874017715454
533,D,D,True,0.9948700666427612
534,B,B,True,0.9907882809638977
535,B,B,True,0.9862820506095886
536,D,D,True,0.9974930286407471
537,D,D,True,0.9966568946838379
538,C,C,True,0.725369393825531
539,B,B,True,0.9888495802879333
540,B,B,True,0.991548478603363
541,C,A,False,0.5058584809303284
542,D,D,True,0.9961887001991272
543,C,C,True,0.975757896900177
544,A,D,False,0.681732714176178
545,C,C,True,0.9842956066131592
546,A,A,True,0.9956550598144531
547,D,D,True,0.9963189363479614
548,B,B,True,0.9833246469497681
549,D,D,True,0.9982926249504089
550,C,C,True,0.977493405342102
551,B,B,True,0.9885457158088684
552,A,A,True,0.9965978264808655
553,C,C,True,0.9852440357208252
554,D,C,False,0.6461657881736755
555,D,D,True,0.9685550928115845
556,B,B,True,0.9905693531036377
557,A,A,True,0.4958277940750122
558,C,C,True,0.963330090045929
559,A,A,True,0.9872786998748779
560,A,A,True,0.967137336730957
561,D,D,True,0.9950272440910339
562,C,C,True,0.9826161861419678
563,C,D,False,0.5427306890487671
564,D,D,True,0.9912142157554626
565,B,B,True,0.9686338901519775
566,B,B,True,0.980880081653595
567,B,C,False,0.7082342505455017
568,D,D,True,0.9961066842079163
569,B,B,True,0.992156982421875
570,D,D,True,0.9940703511238098
571,D,D,True,0.9946029782295227
572,C,C,True,0.9511598944664001
573,A,A,True,0.9866125583648682
574,C,C,True,0.9830840229988098
575,B,B,True,0.9910416007041931
576,A,A,True,0.982258677482605
577,A,A,True,0.9929456114768982
578,C,C,True,0.9766620397567749
579,C,C,True,0.9714428186416626
580,B,B,True,0.9861050248146057
581,D,D,True,0.9940052628517151
582,B,B,True,0.9889728426933289
583,D,D,True,0.9978995323181152
584,D,D,True,0.9919195175170898
585,B,B,True,0.9882253408432007
586,B,B,True,0.9898120760917664
587,D,D,True,0.9936936497688293
588,D,D,True,0.9970347881317139
589,C,D,False,0.916230320930481
590,D,D,True,0.9978043437004089
591,A,A,True,0.9971141815185547
592,A,A,True,0.9853745698928833
593,C,C,True,0.486611545085907
594,B,B,True,0.9902448654174805
595,D,D,True,0.9697132110595703
596,B,C,False,0.4420638978481293
597,A,A,True,0.9852486252784729
598,A,A,True,0.9961410164833069
599,C,C,True,0.987787663936615
600,B,B,True,0.9804994463920593
601,A,A,True,0.9961250424385071
602,B,A,False,0.6538407206535339
603,D,D,True,0.9155108332633972
604,D,D,True,0.9954349398612976
605,B,A,False,0.4989798665046692
606,D,D,True,0.9826802611351013
607,D,D,True,0.9959225654602051
608,B,B,True,0.9881405830383301
609,D,D,True,0.9594702124595642
610,C,C,True,0.6562166810035706
611,A,A,True,0.7706178426742554
612,D,D,True,0.9686942100524902
613,D,D,True,0.9944537281990051
614,B,C,False,0.7228543758392334
615,C,C,True,0.942787766456604
616,C,C,True,0.9910597205162048
617,D,D,True,0.9350174069404602
618,C,C,True,0.4364898204803467
619,B,B,True,0.9660014510154724
620,C,C,True,0.9869951605796814
621,D,D,True,0.9952816367149353
622,D,D,True,0.9703383445739746
623,C,D,False,0.6888119578361511
624,C,C,True,0.9684620499610901
625,A,C,False,0.9440842866897583
626,A,A,True,0.6763718128204346
627,B,B,True,0.49888521432876587
628,A,A,True,0.9457671046257019
629,D,D,True,0.997861921787262
630,B,B,True,0.9934998750686646
631,B,B,True,0.9890366196632385
632,B,B,True,0.9141149520874023
633,A,A,True,0.9866886734962463
634,A,D,False,0.4920334815979004
635,C,C,True,0.9871930480003357
636,B,B,True,0.9717028737068176
637,A,A,True,0.635245144367218
638,B,B,True,0.992226243019104
639,C,A,False,0.8104814887046814
640,D,D,True,0.9914827346801758
641,B,B,True,0.9651436805725098
642,C,C,True,0.9711650609970093
643,A,A,True,0.9881590604782104
644,B,B,True,0.9644025564193726
645,D,D,True,0.9969180822372437
646,A,A,True,0.9874973297119141
647,A,A,True,0.9984947443008423
648,B,B,True,0.9839754104614258
649,B,B,True,0.9745898842811584
650,B,B,True,0.9336016774177551
651,A,A,True,0.9596772789955139
652,C,C,True,0.896278440952301
653,A,A,True,0.9398739337921143
654,D,D,True,0.995263934135437
655,D,D,True,0.9986554384231567
656,D,D,True,0.9956575632095337
657,C,A,False,0.6055023074150085
658,D,D,True,0.871997058391571
659,D,D,True,0.9964836835861206
660,B,B,True,0.9673128724098206
661,A,B,False,0.8026068806648254
662,A,B,False,0.9550020098686218
663,B,B,True,0.9960340857505798
664,C,C,True,0.9744868874549866
665,B,B,True,0.9938578009605408
666,D,D,True,0.9971151351928711
667,B,B,True,0.9622394442558289
668,C,C,True,0.9897804260253906
669,B,B,True,0.9735831022262573
670,A,A,True,0.5485544800758362
671,B,B,True,0.8436287641525269
672,C,A,False,0.6413940191268921
673,B,B,True,0.9785529375076294
674,B,B,True,0.995876133441925
675,A,A,True,0.9970910549163818
676,C,C,True,0.9871407747268677
677,A,A,True,0.9117519855499268
678,B,B,True,0.9869312644004822
679,A,A,True,0.9965962767601013
680,B,C,False,0.9578525424003601
681,C,C,True,0.9789059162139893
682,D,A,False,0.45489591360092163
683,D,D,True,0.9849563241004944
684,D,B,False,0.4953431785106659
685,D,D,True,0.9989215135574341
686,A,A,True,0.6199135184288025
687,D,D,True,0.9963657855987549
688,B,B,True,0.9805373549461365
689,A,A,True,0.9901464581489563
690,A,A,True,0.985956072807312
691,D,A,False,0.567606508731842
692,D,D,True,0.9971375465393066
693,A,A,True,0.9979454874992371
694,D,D,True,0.908629834651947
695,B,B,True,0.9936863780021667
696,A,A,True,0.9888933300971985
697,B,B,True,0.9862177968025208
698,C,C,True,0.986943244934082
699,B,B,True,0.9355323314666748
700,C,C,True,0.9821847081184387
701,C,C,True,0.7865179777145386
702,A,C,False,0.8042500615119934
703,B,B,True,0.9884463548660278
704,B,B,True,0.8680518865585327
705,D,D,True,0.9960164427757263
706,B,B,True,0.987616240978241
707,C,C,True,0.9699665307998657
708,A,A,True,0.6589745879173279
709,B,B,True,0.8358481526374817
710,B,D,False,0.8721829056739807
711,C,C,True,0.9910666346549988
712,D,D,True,0.8608453869819641
713,B,A,False,0.972364068031311
714,C,C,True,0.9438033103942871
715,D,D,True,0.9940909743309021
716,C,C,True,0.981722891330719
717,A,A,True,0.9793648719787598
718,D,D,True,0.9807215929031372
719,A,A,True,0.7214414477348328
720,B,B,True,0.9937273263931274
721,B,B,True,0.9900740385055542
722,D,D,True,0.9917165637016296
723,C,C,True,0.882142961025238
724,A,A,True,0.9979602098464966
725,B,B,True,0.9848543405532837
726,A,C,False,0.7797110676765442
727,A,A,True,0.9929183125495911
728,A,D,False,0.8255864381790161
729,D,D,True,0.99774169921875
730,D,D,True,0.9699822068214417
731,B,B,True,0.9911094903945923
732,A,A,True,0.9748287200927734
733,D,C,False,0.8216750025749207
734,D,D,True,0.995678722858429
735,C,C,True,0.9909672141075134
736,A,A,True,0.9907183051109314
737,B,B,True,0.9677695631980896
738,B,B,True,0.9890859127044678
739,D,D,True,0.9399179816246033
740,D,C,False,0.6150323152542114
741,B,A,False,0.9271216988563538
742,C,C,True,0.7900824546813965
743,B,B,True,0.9354382753372192
744,D,C,False,0.674799382686615
745,A,A,True,0.9960618615150452
746,A,A,True,0.9266800284385681
747,D,D,True,0.7776889801025391
748,D,D,True,0.9905825853347778
749,D,D,True,0.9547826647758484
750,D,D,True,0.9976242184638977
751,D,D,True,0.996971845626831
752,B,B,True,0.9957448840141296
753,A,A,True,0.9961405396461487
754,D,D,True,0.9296284914016724
755,D,D,True,0.9924800395965576
756,A,A,True,0.991305410861969
757,C,C,True,0.5031027793884277
758,C,C,True,0.9614198207855225
759,B,B,True,0.9911024570465088
760,A,A,True,0.9786769151687622
761,B,A,False,0.7035874128341675
762,B,C,False,0.8403226137161255
763,D,D,True,0.9966517090797424
764,D,D,True,0.9250072836875916
765,C,C,True,0.9569867253303528
766,B,B,True,0.9825291633605957
767,B,B,True,0.9816874861717224
768,A,A,True,0.9779201745986938
769,C,C,True,0.9698212146759033
770,C,C,True,0.9895094633102417
771,B,B,True,0.9850141406059265
772,A,A,True,0.9880139827728271
773,A,A,True,0.9898271560668945
774,C,C,True,0.9666786193847656
775,B,B,True,0.9891056418418884
776,A,A,True,0.641248345375061
777,B,B,True,0.9873615503311157
778,D,D,True,0.9943472743034363
779,C,C,True,0.9296380877494812
780,D,D,True,0.9952365756034851
781,B,B,True,0.7846591472625732
782,D,C,False,0.7202884554862976
783,C,C,True,0.9620687961578369
784,B,B,True,0.9915026426315308
785,A,A,True,0.9925183057785034
786,B,B,True,0.973218560218811
787,D,D,True,0.9954388737678528
788,A,B,False,0.5182461738586426
789,A,A,True,0.996215283870697
790,B,B,True,0.9874059557914734
791,A,A,True,0.9669234156608582
792,B,B,True,0.9896755814552307
793,D,D,True,0.9934183359146118
794,B,B,True,0.9880316257476807
795,B,B,True,0.9902279376983643
796,A,A,True,0.9920807480812073
797,A,A,True,0.9972307085990906
798,B,B,True,0.9870373010635376
799,B,C,False,0.7989473938941956
800,C,C,True,0.8259305357933044
801,D,D,True,0.9944023489952087
802,D,D,True,0.9950174689292908
803,D,D,True,0.9954034090042114
804,C,A,False,0.5386568307876587
805,D,D,True,0.9977772831916809
806,B,B,True,0.9751747250556946
807,C,C,True,0.9916322827339172
808,A,A,True,0.945236086845398
809,A,A,True,0.9928972721099854
810,A,A,True,0.9944536089897156
811,C,C,True,0.994164764881134
812,A,A,True,0.9961218237876892
813,A,A,True,0.9866248369216919
814,A,A,True,0.9939145445823669
815,B,B,True,0.9827623963356018
816,B,B,True,0.9711379408836365
817,D,D,True,0.5825445652008057
818,B,B,True,0.969302237033844
819,C,C,True,0.8723591566085815
820,A,A,True,0.9887862205505371
821,B,B,True,0.9951786994934082
822,C,C,True,0.9095408320426941
823,A,A,True,0.9912517666816711
824,B,B,True,0.8890443444252014
825,B,B,True,0.9936460256576538
